Name,apol,naAromAtom,nAromBond,nAtom,nHeavyAtom,nH,nC,nN,BCUTw-1l,BCUTw-1h,BCUTc-1l,BCUTc-1h,BCUTp-1l,BCUTp-1h,nBonds,nBonds2,nBondsS,nBondsS2,nBondsS3,nBondsD,nBondsD2,nBondsM,bpol,C1SP1,C2SP1,C2SP2,C3SP2,C1SP3,SCH-6,SCH-7,VCH-6,VCH-7,SC-3,SC-5,VC-3,VC-5,Sv,Sse,Spe,Sare,Sp,Si,Mv,Mse,Mpe,Mare,Mp,Mi,ECCEN,nwHBa,nHdsCH,nHCsatu,nHother,nsCH3,ndsCH,ntsC,ndssC,naasC,ntN,SHBa,SwHBa,SHdsCH,SHCsatu,SHother,SsCH3,SdsCH,StsC,SdssC,SaasC,StN,SdO,minHBa,minwHBa,minHdsCH,minHCsatu,minHother,minsCH3,mindsCH,mintsC,mindssC,minaasC,mintN,mindO,maxHBa,maxwHBa,maxHdsCH,maxHCsatu,maxHother,maxsCH3,maxdsCH,maxtsC,maxdssC,maxaasC,maxtN,maxdO,sumI,meanI,hmax,gmax,hmin,gmin,LipoaffinityIndex,MAXDN,MAXDP,DELS,MAXDN2,MAXDP2,DELS2,ETA_Alpha,ETA_AlphaP,ETA_dAlpha_B,ETA_Epsilon_1,ETA_Epsilon_2,ETA_Epsilon_3,ETA_Epsilon_4,ETA_Epsilon_5,ETA_dEpsilon_A,ETA_dEpsilon_B,ETA_dEpsilon_C,ETA_Psi_1,ETA_dPsi_A,ETA_Shape_P,ETA_Shape_Y,ETA_Beta,ETA_BetaP,ETA_Beta_s,ETA_BetaP_s,ETA_Beta_ns,ETA_BetaP_ns,ETA_dBeta,ETA_dBetaP,ETA_Eta,ETA_EtaP,ETA_Eta_R,ETA_Eta_F,ETA_EtaP_F,ETA_Eta_L,ETA_EtaP_L,ETA_Eta_R_L,ETA_Eta_F_L,ETA_EtaP_F_L,ETA_Eta_B,ETA_EtaP_B,ETA_Eta_B_RC,ETA_EtaP_B_RC,FMF,fragC,nHBAcc,nHBAcc2,nHBAcc3,nHBAcc_Lipinski,HybRatio,Kier1,Kier2,Kier3,nAtomLC,nAtomP,nAtomLAC,MDEC-12,MDEC-13,MDEC-22,MDEC-23,MDEC-33,MLFER_BH,MLFER_BO,MLFER_S,MLFER_E,MLFER_L,nRing,nFRing,nTRing,nRotBt,RotBtFrac,topoRadius,topoDiameter,topoShape,GGI1,GGI2,GGI3,GGI4,GGI5,GGI6,GGI7,JGI1,JGI2,JGI3,JGI4,JGI5,JGI6,JGI7,JGT,TopoPSA,VABC,MW,AMW,P_gamma,P_beta,P_alpha,dipole_moment,LUMO9,LUMO8,LUMO7,LUMO6,LUMO5,LUMO4,LUMO3,LUMO2,LUMO1,LUMO,HOMO,HOMO1,HOMO2,HOMO3,HOMO4,HOMO5,HOMO6,HOMO7,HOMO8,HOMO9,deltaE_V
13839673_b3lyp_1,20.019586,5,5,15,13,2,8,2,11.953027148938014,15.99692392221661,-0.4154089699774093,0.3425669299108672,4.145166053861142,9.06963237839359,14.0,16.0,10.0,7.0,5.0,5.0,3.0,9.0,6.678414,1,0,6,1,0,0.2347080484106438,0.5508321842057542,0.0550659931774062,0.0814565023853621,0.8852650620567639,0.2757089417149833,0.2872838659432356,0.0546407321284573,12.202152249134947,16.20611798980335,16.156862745098042,16.416000000000004,11.556638323353294,112.0967880239521,0.8134768166089966,1.08040786598689,1.077124183006536,1.0944000000000005,0.7704425548902196,7.473119201596806,125,8.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,3.0,1.0,26.78591742252457,2.6923951247165547,1.4115561224489797,0.0,1.4115561224489797,0.0,2.2054043839758126,1.6499537037037038,-0.8405092592592589,-0.3224537037037029,8.515159674981103,22.271148904006047,4.514768518518519,-0.4237037037037032,0.7044444444444444,0.0,0.7044444444444444,0.0,1.0999074074074071,1.6499537037037038,-0.4237037037037032,-0.2104629629629626,8.515159674981103,11.089389644746788,11.18175925925926,1.6499537037037038,0.7071116780045352,0.0,0.7071116780045352,0.0,1.1054969765684053,1.6499537037037038,0.0,0.0,8.515159674981103,11.18175925925926,41.33333333333334,3.17948717948718,0.7413888888888889,11.18175925925926,0.3940277777777777,-0.4237037037037032,0.8777785052910054,2.09037037037037,4.181759259259259,24.28187641723356,2.09037037037037,4.181759259259259,24.28187641723356,5.79999,0.44615,0.05385,0.85333,0.93846,0.44054,0.715,0.93846,0.41279,0.13833,-0.27446,0.47541,0.23888,0.18391,0.43104,21.0,1.61538,8.5,0.65385,12.5,0.96154,4.0,0.30769,5.11914,0.39378,17.61671,12.49757,0.96135,1.99801,0.15369,6.23635,4.23835,0.32603,0.17765,0.01367,0.34965,0.0269,0.6,40.05,3,5,5,5,0.0,9.551020408163266,3.63,1.530612244897959,1,13,0,0.0,0.0,1.1052094495921163,6.861717648969281,6.083643418932058,1.103,1.11,2.3160000000000003,1.0500000000000005,6.873,2.0,1.0,3.0,0.0,0.0,3.0,6.0,1.0,2.5,2.000000000000001,1.25,0.9744444444444448,0.1458333333333333,0.04,0.0,0.1785714285714285,0.1,0.0625,0.0609027777777777,0.0243055555555555,0.02,0.0,0.446279761904762,83.96000000000001,141.22040791855022,174.006541924,11.600436128266669,12122.09231,174.8354,114.30141,2.58718,1.387,0.983,0.845,0.61,0.199,-0.099,-0.749,-0.891,-1.927,-2.412,-11.373,-11.573,-11.707,-12.229,-12.344,-12.889,-13.887,-14.632,-14.868,-15.014,1.44396825672404
130029656_b3lyp_prop_1,26.731551,0,0,21,14,7,11,1,11.890000000000004,15.995921176805297,-0.2883568737995268,0.199651652127203,4.570168301232197,9.402824702612635,14.0,21.0,15.0,15.0,8.0,4.0,4.0,6.0,10.228449,1,2,3,3,2,0.0453609211626514,0.2002327933979127,0.0180421959121758,0.0508157830990713,0.9233518700098874,0.3821286209728249,0.3696253850555651,0.0862283007034309,15.083959088133524,21.43190094683176,20.92941176470589,21.188,15.41410239520958,156.18119820359283,0.7182837661015965,1.020566711753893,0.9966386554621852,1.0089523809523808,0.7340048759623609,7.4371999144568015,156,9.0,1.0,2.0,1.0,2.0,1.0,3.0,5.0,0.0,1.0,22.787874149659864,7.383643707482994,0.6926388888888888,1.108131535021416,0.6926388888888888,3.042242614638448,1.1154629629629629,6.79479828042328,-0.5266175359032488,0.0,8.61957286155203,22.787874149659864,11.28977229780801,-0.442268518518518,0.6926388888888888,0.5155620905769716,0.6926388888888888,1.4614351851851852,1.1154629629629629,1.7129976851851851,-0.442268518518518,0.0,8.61957286155203,11.28977229780801,11.498101851851851,2.544942129629629,0.6926388888888888,0.5925694444444445,0.6926388888888888,1.5808074294532628,1.1154629629629629,2.544942129629629,0.1784722222222223,0.0,8.61957286155203,11.498101851851851,41.833333333333336,2.988095238095238,0.6926388888888888,11.498101851851851,0.3337847222222222,-0.442268518518518,2.550181296768707,2.1089351851851847,4.498101851851851,22.97849521289997,2.1089351851851847,4.498101851851851,22.97849521289997,6.56666,0.46905,0.03095,0.65873,0.8381,0.43333,0.55977,0.8381,0.2254,0.09896,-0.12644,0.55966,0.15463,0.31472,0.38071,20.5,1.46429,7.75,0.55357,12.75,0.91071,5.0,0.35714,7.57853,0.54132,20.58651,13.00798,0.92914,2.45531,0.17538,6.61256,4.15725,0.29695,0.30144,0.02153,0.38744,0.02767,0.2857142857142857,14.03,3,3,3,3,0.25,12.071428571428571,5.185595567867036,2.5344,3,12,3,2.438035799516232,3.302497514359996,2.102578844744821,8.631378962177207,6.083643418932058,1.011,1.013,1.773,1.0059999999999998,6.771999999999999,1.0,0.0,1.0,1.0,0.0714285714285714,4.0,8.0,1.0,3.0,2.2222222222222223,1.5625,1.115555555555556,0.3194444444444445,0.0808163265306122,0.03125,0.2142857142857142,0.1169590643274853,0.0710227272727272,0.0619753086419753,0.0319444444444444,0.0161632653061224,0.015625,0.5279755242784692,57.93,193.9413748874225,185.047678464,8.811794212571428,19641.61025,280.4386,152.48777,6.47586,2.068,1.815,1.683,1.552,0.919,0.705,0.693,0.003,-0.904,-2.338,-10.536,-10.815,-10.979,-11.214,-11.609,-12.863,-13.067,-13.482,-13.938,-14.197,1.62787706897436
102160488_b3lyp_prop_2,28.86034399999999,0,0,23,15,8,12,0,11.700000000000005,15.996923773834318,-0.3825712094524533,0.2189565385298439,4.925851773013242,9.82879672030986,16.0,24.0,18.0,18.0,10.0,5.0,5.0,6.0,11.619656,0,2,4,3,1,0.2526970771387001,0.5067169744773075,0.1060577140661672,0.1458545784840499,1.0777151517866392,0.3772882264231049,0.4051825163525867,0.0876442612858707,16.311708528394057,23.543335761107063,22.94901960784314,23.24,16.63493652694611,170.51814011976052,0.7092047186258286,1.023623293961177,0.9977834612105714,1.0104347826086957,0.7232581098672222,7.413832179120022,183,9.0,1.0,3.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,34.62957585348954,6.127775651927439,0.6770138888888889,1.7742518975182668,0.6770138888888889,1.5994991654069035,1.167546296296296,5.167997212773998,-0.2077678571428556,0.0,0.0,34.62957585348954,11.332812814940793,-0.3705092592592589,0.6770138888888889,0.514742260330058,0.6770138888888889,1.5994991654069035,1.167546296296296,2.580620984504913,-0.3705092592592589,0.0,0.0,11.332812814940793,11.754907407407408,2.5873762282690853,0.6770138888888889,0.6322874149659865,0.6770138888888889,1.5994991654069035,1.167546296296296,2.5873762282690853,0.3520833333333333,0.0,0.0,11.754907407407408,43.0,2.8666666666666667,0.6770138888888889,11.754907407407408,0.3223848497732426,-0.3705092592592589,2.003189498535525,2.0371759259259257,4.754907407407407,27.59514613252708,2.0371759259259257,4.754907407407407,27.59514613252708,6.99999,0.46667,0.03333,0.66087,0.85333,0.43953,0.56774,0.85333,0.22134,0.09313,-0.12821,0.54687,0.16742,0.21428,0.42857,19.25,1.28333,8.75,0.58333,10.5,0.7,1.75,0.11667,9.41184,0.62746,22.05048,12.63863,0.84258,3.30703,0.22047,7.14703,3.84,0.256,0.26697,0.0178,0.43897,0.02926,0.391304347826087,46.03,3,3,3,3,0.3,11.484375,4.472589792060491,1.96875,3,12,3,1.5620759603823586,1.2438160584536435,3.341625309791344,12.327211258301777,8.31989177611433,1.068,1.0750000000000002,1.5910000000000002,1.209,7.479,2.0,1.0,3.0,0.0,0.0,4.0,8.0,1.0,3.0,2.2222222222222223,1.6875,1.240555555555556,0.3438888888888889,0.1363718820861678,0.0720663265306122,0.1875,0.0966183574879227,0.0703125,0.0590740740740741,0.0312626262626262,0.0227286470143612,0.0240221088435374,0.4915183136825217,51.21,199.31082600568365,200.047344116,8.697710613739131,20167.53112,241.5565,159.03584,5.52353,2.256,2.041,1.928,1.756,1.326,0.888,0.496,0.199,-0.8,-2.22,-10.284,-10.361,-10.77,-10.959,-11.278,-11.495,-12.695,-13.165,-13.864,-14.031,1.87928396642057
14289169_b3lyp_prop_1,30.725515999999985,0,0,26,14,12,12,0,11.890000000000002,15.99592067093136,-0.2895210776624788,0.1948305062984346,5.232831815294456,9.745299588814072,14.0,26.0,21.0,21.0,9.0,4.0,4.0,5.0,15.034483999999996,0,2,3,3,3,0.0453609211626514,0.2002327933979127,0.0180421959121758,0.0545524442199791,0.9233518700098872,0.3821286209728249,0.3995186740228276,0.0923302427620445,16.68056503154895,25.988346686088853,25.05098039215687,25.36,17.751805988023953,194.9347401197605,0.6415601935211135,0.999551795618802,0.9634992458521872,0.9753846153846152,0.682761768770152,7.497490004606173,154,8.0,1.0,3.0,1.0,3.0,1.0,2.0,5.0,0.0,0.0,23.161485260770974,7.912733134920635,0.5888888888888888,1.545607993197279,0.5888888888888888,5.167104119425548,1.397824074074074,5.315184004157219,1.1997250566893434,0.0,0.0,23.161485260770974,11.52050925925926,-0.1450925925925923,0.5888888888888888,0.4954039115646259,0.5888888888888888,1.6498892195767194,1.397824074074074,2.641461404006047,-0.1450925925925923,0.0,0.0,11.52050925925926,11.640976001511715,2.673722600151172,0.5888888888888888,0.5386805555555556,0.5888888888888888,1.8618908257747544,1.397824074074074,2.673722600151172,0.577919501133787,0.0,0.0,11.640976001511715,36.833333333333336,2.630952380952381,0.5888888888888888,11.640976001511715,0.3018445294784581,-0.1450925925925923,3.404165702239229,1.811759259259259,4.640976001511715,18.95333852985639,1.811759259259259,4.640976001511715,18.95333852985639,6.66666,0.47619,0.02381,0.57436,0.80952,0.43333,0.5098,0.80952,0.14103,0.06456,-0.07647,0.58823,0.12606,0.325,0.375,17.25,1.23214,7.5,0.53571,9.75,0.69643,2.25,0.16071,9.83514,0.70251,20.60188,10.76674,0.76905,3.24747,0.23196,6.61256,3.36509,0.24036,0.30144,0.02153,0.38744,0.02767,0.2307692307692307,14.02,2,2,2,2,0.4,12.071428571428571,5.185595567867036,2.5344,3,10,3,3.631759614216517,4.819820268978841,2.0041451295984074,8.75643083500279,6.083643418932058,0.7479999999999999,0.736,0.97,0.862,6.503,1.0,0.0,1.0,3.0,0.2142857142857142,4.0,8.0,1.0,3.0,2.2222222222222223,1.5625,1.195555555555556,0.2638888888888889,0.0808163265306122,0.03125,0.2142857142857142,0.1169590643274853,0.0710227272727272,0.0664197530864197,0.0239898989898989,0.020204081632653,0.015625,0.5285062395948988,34.14,205.51351670672253,188.083729624,7.233989600923077,17957.17427,346.6147,161.15251,1.32713,3.492,2.774,2.602,2.277,2.255,1.444,1.335,0.549,-0.116,-1.744,-9.774,-10.202,-10.524,-10.997,-10.999,-12.076,-12.222,-12.752,-13.321,-13.735,1.05657196973695
11228886_b3lyp_prop_2,30.725515999999985,0,0,26,14,12,12,0,11.89,15.995920670931357,-0.2898980983051007,0.197650622247684,4.9519437638259465,9.929789726340015,14.0,26.0,21.0,21.0,9.0,4.0,4.0,5.0,15.034483999999996,0,2,4,2,3,0.0555555555555555,0.1824698361320096,0.0208333333333333,0.0394551427107781,1.1172079878126426,0.3108752284847306,0.5632496696288095,0.1150750700440473,16.68056503154895,25.988346686088853,25.05098039215687,25.36,17.751805988023953,194.9347401197605,0.6415601935211135,0.999551795618802,0.9634992458521872,0.9753846153846152,0.682761768770152,7.497490004606173,148,8.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,0.0,0.0,22.947087112622825,8.567954459561603,1.209550736961451,1.0167233560090705,1.209550736961451,5.4212490551776265,2.693009259259259,5.278695200302343,0.5962500000000008,0.0,0.0,22.947087112622825,11.23592970521542,-0.1471759259259257,0.5764257369614512,0.4954039115646259,0.5764257369614512,1.644805366591081,1.2963425925925924,2.629297052154195,-0.1471759259259257,0.0,0.0,11.23592970521542,11.711157407407407,2.649398148148148,0.6331249999999999,0.5213194444444444,0.6331249999999999,1.8882218442932728,1.3966666666666665,2.649398148148148,0.5511574074074075,0.0,0.0,11.711157407407407,37.0,2.642857142857143,0.6331249999999999,11.711157407407407,0.3055640589569161,-0.1471759259259257,3.698864317838246,1.8138425925925925,4.711157407407407,18.451564625850345,1.8138425925925925,4.711157407407407,18.451564625850345,6.66666,0.47619,0.02381,0.57436,0.80952,0.43333,0.5098,0.80952,0.14103,0.06456,-0.07647,0.58823,0.12606,0.325,0.375,16.5,1.17857,7.5,0.53571,9.0,0.64286,1.5,0.10714,10.00916,0.71494,20.51409,10.50492,0.75035,3.35148,0.23939,6.55772,3.20624,0.22902,0.35628,0.02545,0.44228,0.03159,0.2307692307692307,14.02,2,2,2,2,0.4,12.071428571428571,5.185595567867036,2.9943289224952743,3,10,3,3.139610146620971,4.951881701097252,2.406851949670727,8.935763883924453,5.450691787846754,0.7699999999999999,0.768,0.955,0.8390000000000001,6.298,1.0,0.0,1.0,3.0,0.2142857142857142,4.0,7.0,0.75,3.5,1.7777777777777786,1.375,1.124444444444445,0.3819444444444445,0.1216326530612244,0.0,0.25,0.0935672514619883,0.06875,0.0624691358024691,0.0293803418803418,0.0243265306122449,0.0,0.5284932597570443,34.14,205.51351670672253,188.083729624,7.233989600923077,16901.29756,253.3213,159.10257,2.76039,3.445,2.832,2.573,2.295,2.133,1.387,1.104,0.503,-0.227,-1.816,-10.185,-10.228,-10.55,-11.029,-11.175,-12.122,-12.433,-12.531,-12.579,-13.302,1.16343146603106
12078641_b3lyp_prop_0,28.86034399999999,5,5,23,15,8,12,0,11.890000000000004,15.996923694102106,-0.2963645110671706,0.2099296717075113,4.860493988206564,9.63229082417351,16.0,24.0,18.0,15.0,7.0,5.0,3.0,9.0,12.577655999999998,0,2,6,2,2,0.2804003735682526,0.6132419862679533,0.0846221287183119,0.1248690381470231,1.077715151786639,0.3805284609343237,0.4074132028137237,0.0962827991138241,16.311708528394057,23.543335761107063,22.94901960784314,23.24,16.63493652694611,170.51814011976052,0.7092047186258286,1.023623293961177,0.9977834612105714,1.0104347826086957,0.7232581098672222,7.413832179120022,174,10.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,28.20691421012849,8.895082199546486,1.3234332482993196,0.5171485260770976,1.3234332482993196,3.398003590325019,2.47926776266062,5.402105064247921,-0.479762849584278,1.493472222222223,0.0,22.94219198790628,5.264722222222222,-0.2806916099773242,0.651751346371882,0.5171485260770976,0.651751346371882,1.6694850718065004,1.2190088813303095,2.67687358276644,-0.2806916099773242,0.1090277777777779,0.0,11.41991543839758,11.522276549508693,2.7252314814814813,0.6716819019274376,0.5171485260770976,0.6716819019274376,1.7285185185185186,1.26025888133031,2.7252314814814813,0.0,0.6407870370370372,0.0,11.522276549508693,40.5,2.7,0.6716819019274376,11.522276549508693,0.0875694444444443,-0.2806916099773242,3.2037366638322,1.947358276643991,4.5222765495086925,22.21803854875284,1.947358276643991,4.5222765495086925,22.21803854875284,6.99999,0.46667,0.03333,0.66087,0.85333,0.43953,0.55152,0.85333,0.22134,0.10935,-0.11198,0.54687,0.16742,0.23809,0.42857,21.5,1.43333,9.0,0.6,12.5,0.83333,3.5,0.23333,8.53381,0.56892,22.021,13.48719,0.89915,2.77413,0.18494,7.14703,4.3729,0.29153,0.26697,0.0178,0.43897,0.02926,0.391304347826087,46.03,2,3,3,3,0.2,11.484375,4.472589792060491,1.96875,3,13,3,2.273318689115051,3.657624002879858,1.93097876921126,8.950042507153597,8.480997324418835,0.85,0.8580000000000001,1.6070000000000002,1.089,6.833,2.0,1.0,3.0,1.0,0.0625,4.0,7.0,0.75,3.0,2.2222222222222223,1.791666666666667,1.294444444444445,0.3336111111111112,0.13718820861678,0.0408163265306122,0.1875,0.0966183574879227,0.0746527777777777,0.0647222222222222,0.0278009259259259,0.02286470143613,0.010204081632653,0.4843630664826317,47.28,188.41082600568365,200.047344116,8.697710613739131,52714.05749,931.4081,165.99361,3.07353,2.431,2.184,1.907,1.644,1.57,0.516,0.359,0.169,-0.455,-1.915,-9.277,-10.608,-10.807,-10.922,-11.266,-11.646,-11.937,-13.061,-13.919,-14.056,1.01344176815027
14080455_b3lyp_prop_1,27.902343999999992,0,0,23,15,8,11,0,11.889999999999995,15.997925709672552,-0.3355685233224776,0.2125850454346434,4.834368578827149,8.924543767731716,16.0,24.0,19.0,19.0,11.0,4.0,4.0,5.0,14.493656,0,2,6,0,2,0.1235969372995327,0.3163584738072571,0.0378436787693276,0.05953620902598,0.947694192998872,0.2480056452854308,0.303246536147057,0.034472927882901,16.02650763281091,23.87399854333576,23.29803921568628,23.64,16.11517604790419,171.9299664670659,0.696804679687431,1.037999936666772,1.0129582267689687,1.0278260869565217,0.7006598281697474,7.475215933350691,194,8.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,0.0,0.0,33.10754306815319,7.026644699546487,1.3811454396573444,1.4237052390400606,1.3811454396573444,1.6676640841521793,2.3498348922902497,5.401010015117159,-0.7242002078609215,0.0,0.0,22.67448751259764,5.160231481481482,-0.354441609977324,0.6894635377299068,0.5113441279289495,0.6894635377299068,1.6676640841521793,1.172897770219199,2.667133408919123,-0.354441609977324,0.0,0.0,11.30068318531116,11.373804327286472,2.733876606198035,0.6916819019274376,0.9123611111111112,0.6916819019274376,1.6676640841521793,1.1769371220710507,2.733876606198035,0.0,0.0,0.0,11.373804327286472,41.5,2.7666666666666666,0.9123611111111112,11.373804327286472,0.0597916666666664,-0.4750000000000005,2.0372055428004536,2.0211082766439907,4.373804327286471,25.017106166540696,2.0211082766439907,4.373804327286471,25.017106166540696,6.83332,0.45555,0.04445,0.6942,0.90445,0.43953,0.59247,0.90445,0.25467,0.10173,-0.15294,0.50368,0.21061,0.17073,0.36585,17.5,1.16667,9.5,0.63333,8.0,0.53333,-1.5,-0.1,9.43077,0.62872,21.32631,11.89554,0.79304,3.36544,0.22436,7.21952,3.85407,0.25694,0.19448,0.01297,0.36648,0.02443,0.4347826086956521,46.04,4,4,4,4,0.3333333333333333,11.484375,4.888429752066116,2.397146254458977,3,10,3,1.4747364058909749,0.9626571578281738,3.03420430974868,9.266064304624706,5.085675264759766,1.418,1.4280000000000002,1.475,1.073,6.872999999999999,2.0,1.0,3.0,0.0,0.0,4.0,8.0,1.0,3.0,2.000000000000001,1.0625,1.057777777777778,0.4097222222222223,0.1820408163265306,0.0746527777777777,0.1875,0.0909090909090909,0.046195652173913,0.0587654320987654,0.0341435185185185,0.02600583090379,0.0149305555555555,0.4686541617922867,52.6,193.44152678117808,204.042258736,8.87140255373913,24920.0854,454.704,153.04708,3.33687,2.498,1.915,1.742,1.573,1.076,0.945,0.374,0.259,-0.098,-1.864,-9.259,-10.612,-10.718,-10.935,-11.256,-11.708,-11.997,-12.677,-13.496,-14.306,1.29265880188648
101355_b3lyp_1,24.013551,0,0,20,13,7,9,1,11.953016116164353,15.996923164246574,-0.421506717914292,0.3247767847164042,4.485368650428764,9.08206159057578,13.0,20.0,15.0,15.0,8.0,4.0,4.0,5.0,12.144448999999998,1,0,4,2,1,0.0453609211626514,0.2002327933979127,0.0180421959121758,0.0491603807803433,0.9360201374968156,0.3664307840402862,0.3678252050122512,0.0673685995678216,13.79875819255038,20.76256372906045,20.278431372549026,20.588,13.894341916167663,150.85032994011976,0.689937909627519,1.0381281864530223,1.0139215686274512,1.0294,0.6947170958083831,7.542516497005988,115,7.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,0.0,1.0,27.171990740740743,1.816805555555557,0.6645138888888888,0.5617276077097506,0.6645138888888888,2.767719198790627,1.1422685185185184,1.645324074074074,-0.9707870370370352,0.0,8.57681783824641,22.47833333333333,4.693657407407407,-0.4755092592592589,0.6645138888888888,0.5617276077097506,0.6645138888888888,1.2603703703703704,1.1422685185185184,1.645324074074074,-0.4755092592592589,0.0,8.57681783824641,11.161620370370372,11.316712962962963,1.645324074074074,0.6645138888888888,0.5617276077097506,0.6645138888888888,1.507348828420257,1.1422685185185184,1.645324074074074,0.2924537037037036,0.0,8.57681783824641,11.316712962962963,40.33333333333334,3.102564102564103,0.6684722222222222,11.316712962962963,0.2264583333333333,-0.4755092592592589,1.8580363605442167,2.1421759259259257,4.316712962962963,24.497617157974297,2.1421759259259257,4.316712962962963,24.497617157974297,5.89999,0.45385,0.04615,0.695,0.90769,0.43333,0.62917,0.90769,0.26167,0.06583,-0.19583,0.5,0.21429,0.35028,0.42373,16.75,1.28846,7.75,0.59615,9.0,0.69231,1.25,0.09615,7.32496,0.56346,18.78419,11.45923,0.88148,2.52429,0.19418,6.11256,3.58827,0.27602,0.30144,0.02319,0.38744,0.0298,0.3,13.04,4,4,4,4,0.25,11.076923076923077,4.481481481481482,2.083333333333333,1,11,0,1.0636591793889976,3.7010717248715337,0.3333333333333333,5.296119205244061,6.083643418932058,1.194,1.207,1.924,0.98,6.8,1.0,0.0,1.0,3.0,0.2307692307692307,3.0,6.0,1.0,3.0,2.2222222222222228,1.5625,1.115555555555556,0.1805555555555555,0.0,0.0,0.2307692307692307,0.1234567901234568,0.0744047619047619,0.0656209150326797,0.0225694444444444,0.0,0.0,0.5168211422745738,67.16,173.41254973785024,177.04259308399998,8.852129654199999,10107.90921,199.1656,129.17597,7.40772,2.382,1.951,1.908,1.301,0.988,0.918,0.225,-0.172,-0.708,-2.44,-10.347,-10.868,-11.34,-11.513,-12.787,-13.17,-13.282,-14.094,-14.181,-14.212,1.55737211483655
12635763_b3lyp_prop_5,41.71192999999999,12,12,31,21,10,19,0,11.890000000000008,15.995924201047147,-0.2885825511475341,0.196262348226511,5.135634889702715,10.739648441361588,23.0,33.0,23.0,17.0,7.0,8.0,2.0,16.0,12.848069999999998,1,3,8,6,1,0.1731198005249913,0.4273847226378469,0.0637375224324688,0.1198023365939626,1.2750503929333228,0.4563243225792368,0.536570540544112,0.1138696580588398,23.138737227763063,31.10050983248361,30.32549019607844,30.599999999999987,23.953251497006,225.8480419161677,0.7464108783149376,1.0032422526607616,0.9782416192283366,0.987096774193548,0.772685532161484,7.285420706973151,347,18.0,0.0,1.0,6.0,1.0,0.0,3.0,2.0,6.0,0.0,25.227749039430588,25.88517701602884,0.0,0.5054205614561404,3.422844756053631,1.7204072778739086,0.0,8.147351662887376,-0.3883234126984118,2.622847589653146,0.0,25.227749039430588,12.533991008440411,-0.2149045729402869,0.0,0.5054205614561404,0.5469230818283848,1.7204072778739086,0.0,2.4756252362055933,-0.2149045729402869,0.3186181972789119,0.0,12.533991008440411,12.693758030990177,5.44326913096123,0.0,0.5054205614561404,0.5979492630385488,1.7204072778739086,0.0,2.8917524880322496,0.0,0.7074433106575965,0.0,12.693758030990177,52.83333333333333,2.515873015873016,0.6010431118805037,12.693758030990177,0.1657181831065759,-0.2149045729402869,6.018429705654211,1.8815712396069533,5.693758030990174,26.6854891941472,1.8815712396069533,5.693758030990174,26.6854891941472,10.16666,0.48413,0.01587,0.62043,0.77302,0.44237,0.49477,0.77302,0.17806,0.12566,-0.0524,0.62628,0.08801,0.16393,0.39344,33.0,1.57143,12.0,0.57143,21.0,1.0,9.0,0.42857,12.12702,0.57748,35.50441,23.37739,1.11321,3.62884,0.1728,10.16819,6.53935,0.3114,0.24581,0.01171,0.50381,0.02399,0.4516129032258064,109.02,2,2,2,2,0.0666666666666666,15.879017013232517,6.629935720844812,2.8125,3,20,3,3.766187345682118,3.17764652880325,9.338756655268188,23.039806590859016,13.082333606405532,0.868,0.8780000000000001,2.1180000000000003,1.99,9.911,3.0,3.0,6.0,0.0,0.0,5.0,10.0,1.0,3.5,2.666666666666667,2.125,2.093333333333334,0.909722222222222,0.4448979591836737,0.1961805555555555,0.1521739130434782,0.0808080808080808,0.0544871794871794,0.0565765765765765,0.0313697318007662,0.0234156820622986,0.0140128968253968,0.4390598475358336,34.14,264.2537394813896,270.0680795600001,8.711873534193552,75364.11682,593.312,243.00042,1.84223,1.805,1.45,1.44,1.287,0.922,0.678,-0.334,-0.557,-0.84,-1.665,-9.583,-9.758,-10.193,-10.264,-10.475,-10.631,-10.898,-11.478,-11.681,-12.014,0.807369202465497
